# Y   0.99   0.7   0.5
0   0.10117   0.17845   0.20473
1   0.10117   0.17845   0.20473
2   0.10117   0.17845   0.20473
3   0.10117   0.17845   0.20473
4   0.10117   0.17845   0.20473
5   0.10117   0.17845   0.20473
6   0.10117   0.17845   0.20473
7   0.10117   0.17845   0.20473
8   0.10117   0.17845   0.20473
9   0.10117   0.17845   0.20473
10   0.10116   0.17845   0.20473
11   0.10116   0.17845   0.20473
12   0.10116   0.17845   0.20473
13   0.10116   0.17845   0.20473
14   0.10116   0.17845   0.20473
15   0.10116   0.17845   0.20473
16   0.10116   0.17845   0.20473
17   0.10116   0.17845   0.20473
18   0.10116   0.17845   0.20473
19   0.10116   0.17845   0.20473
20   0.10116   0.17845   0.20473
21   0.10116   0.17845   0.20473
22   0.10116   0.17845   0.20473
23   0.10116   0.17845   0.20473
24   0.10116   0.17845   0.20473
25   0.10116   0.17845   0.20473
26   0.10116   0.17845   0.20473
27   0.10116   0.17845   0.20473
28   0.10116   0.17845   0.20473
29   0.10115   0.17845   0.20473
30   0.10115   0.17845   0.20473
31   0.10115   0.17845   0.20473
32   0.10115   0.17845   0.20473
33   0.10115   0.17845   0.20473
34   0.10115   0.17845   0.20473
35   0.10115   0.17845   0.20473
36   0.10115   0.17845   0.20473
37   0.10115   0.17845   0.20473
38   0.10115   0.17845   0.20473
39   0.10115   0.17845   0.20473
40   0.10115   0.17845   0.20473
41   0.10115   0.17845   0.20473
42   0.10115   0.17845   0.20473
43   0.10115   0.17845   0.20473
44   0.10115   0.17845   0.20473
45   0.10115   0.17845   0.20473
46   0.10115   0.17845   0.20473
47   0.10114   0.17845   0.20473
48   0.10114   0.17845   0.20473
49   0.10114   0.17845   0.20473
50   0.10114   0.17845   0.20473
51   0.10114   0.17845   0.20473
52   0.10114   0.17845   0.20473
53   0.10114   0.17845   0.20473
54   0.10114   0.17845   0.20473
55   0.10114   0.17845   0.20473
56   0.10114   0.17845   0.20473
57   0.10114   0.17845   0.20473
58   0.10114   0.17845   0.20473
59   0.10114   0.17845   0.20473
60   0.10114   0.17845   0.20473
61   0.10114   0.17845   0.20473
62   0.10114   0.17845   0.20473
63   0.10114   0.17845   0.20473
64   0.10114   0.17845   0.20473
65   0.10114   0.17845   0.20473
66   0.10114   0.17845   0.20473
67   0.10113   0.17845   0.20473
68   0.10113   0.17845   0.20473
69   0.10113   0.17845   0.20473
70   0.10113   0.17845   0.20473
